manufacturer,code,name,substrate,coating_family,thickness_mm,actual_thickness_mm,temper_mode,exposure_rule,allowed_surfaces,edge_deletion,deposition,legacy_code,notes,review,igdb_coating,igdb_substrate,igdb_tvis,igdb_tsol,igdb_emis2,igdb_version,igdb_id
Cardinal Glass Industries,,Bronze-3 / .090 SGP / Clear-3,tinted,uncoated,8,8.370,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-3 / .090 SGP / Clear-3,0.638,0.531,0.840,IGDB v20.0,2051
Cardinal Glass Industries,,Bronze-3 / .090 SGP / E270-3 (3),tinted,uncoated,8,8.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-3 / .090 SGP / E270-3 (3),0.547,0.254,0.840,IGDB v58.0,18156
Cardinal Glass Industries,,Bronze-3 / 0.035 SGP / E366-3 (3),tinted,uncoated,8,7.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-3 / 0.035 SGP / E366-3 (3),0.458,0.180,0.845,IGDB v80.0,18021
Cardinal Glass Industries,,Bronze-3 / 0.060 PVB / E366-3 (3),tinted,uncoated,8,7.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-3 / 0.060 PVB / E366-3 (3),0.464,0.179,0.845,IGDB v37.0,18030
Cardinal Glass Industries,,Bronze-3 / 0.090 PVB / E366-3 (3),tinted,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-3 / 0.090 PVB / E366-3 (3),0.460,0.181,0.845,IGDB v37.0,18031
Cardinal Glass Industries,,Bronze-3 / 0.090 SGP / E366-3 (Embedded),tinted,uncoated,8,8.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Bronze-3 / 0.090 SGP / E366-3 (Embedded),0.467,0.183,0.840,IGDB v20.0,2179
Cardinal Glass Industries,,CG3-15CPVB_10181,,uncoated,8,8.500,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15CPVB_10181,0.149,0.056,0.845,IGDB v82.0,18251
Cardinal Glass Industries,,CG3-15CSGP_10181,,uncoated,8,8.500,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15CSGP_10181,0.150,0.056,0.845,IGDB v82.0,18254
Cardinal Glass Industries,,CG3-15iPVB_10181,,uncoated,8,8.500,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15iPVB_10181,0.144,0.054,0.149,IGDB v82.0,18257
Cardinal Glass Industries,,CG3-15iSGP_10181,,uncoated,8,8.500,,,,,,,,"похоже на лабораторный код, не товар",,CG3-15iSGP_10181,0.144,0.054,0.149,IGDB v82.0,18260
Cardinal Glass Industries,,CG60 011080,,uncoated,8,7.800,,,,,,,,"похоже на лабораторный код, не товар",,CG60 011080,0.629,0.239,0.020,IGDB v90.0,18279
Cardinal Glass Industries,,CG74 041990,,uncoated,8,7.800,,,,,,,,"похоже на лабораторный код, не товар",,CG74 041990,0.799,0.450,0.045,IGDB v90.0,18273
Cardinal Glass Industries,,Clear-2.7 / .090 PVB / Clear-2.7,clear,uncoated,8,7.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-2.7 / .090 PVB / Clear-2.7,0.882,0.720,0.840,IGDB v20.0,2145
Cardinal Glass Industries,,Clear-2.7 / .090 SGP / Clear-2.7,clear,uncoated,8,7.680,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-2.7 / .090 SGP / Clear-2.7,0.882,0.721,0.840,IGDB v25.2,2063
Cardinal Glass Industries,,Clear-2.7 / .090PVB / E272-2.7 (Exposed),clear,uncoated,8,7.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-2.7 / .090PVB / E272-2.7 (Exposed),0.777,0.399,0.042,IGDB v20.0,2097
Cardinal Glass Industries,,Clear-2.7 / .090SGP / E272-2.7 (Exposed),clear,uncoated,8,7.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-2.7 / .090SGP / E272-2.7 (Exposed),0.775,0.402,0.042,IGDB v20.0,2098
Cardinal Glass Industries,,Clear-3 / .030 Grey PVB / .060 PVB / Clear-3,tinted,uncoated,8,8.290,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .030 Grey PVB / .060 PVB / Clear-3,0.427,0.459,0.840,IGDB v95.0,18310
Cardinal Glass Industries,,Clear-3 / .060 PVB / .007 PET / .030 PVB / Clear-3,clear,uncoated,8,8.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .060 PVB / .007 PET / .030 PVB / Clear-3,0.863,0.688,0.840,IGDB v20.0,2071
Cardinal Glass Industries,,Clear-3 / .060 PVB / Clear-3,clear,uncoated,8,7.730,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .060 PVB / Clear-3,0.879,0.717,0.840,IGDB v20.0,2089
Cardinal Glass Industries,,Clear-3 / .060 SGP / Clear-3,clear,uncoated,8,7.720,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .060 SGP / Clear-3,0.884,0.727,0.840,IGDB v25.2,2064
Cardinal Glass Industries,,Clear-3 / .090 Bronze PVB / Clear-3,tinted,uncoated,8,8.500,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .090 Bronze PVB / Clear-3,0.527,0.494,0.840,IGDB v64.0,2058
Cardinal Glass Industries,,Clear-3 / .090 PVB / Clear-3,clear,uncoated,8,8.220,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .090 PVB / Clear-3,0.878,0.714,0.843,IGDB v40.0,2086
Cardinal Glass Industries,,Clear-3 / .090 SGP / Clear-3,clear,uncoated,8,8.220,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .090 SGP / Clear-3,0.859,0.690,0.840,IGDB v20.0,2050
Cardinal Glass Industries,,Clear-3 / .090PVB / E272-3 (Exposed),clear,uncoated,8,8.300,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .090PVB / E272-3 (Exposed),0.772,0.393,0.042,IGDB v20.0,2099
Cardinal Glass Industries,,Clear-3 / .090SGP / E272-3 (Exposed),clear,uncoated,8,8.300,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / .090SGP / E272-3 (Exposed),0.770,0.397,0.042,IGDB v20.0,2100
Cardinal Glass Industries,,Clear-3 / 0.060 PVB / i89-3 (4),clear,uncoated,8,7.720,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / 0.060 PVB / i89-3 (4),0.871,0.651,0.149,IGDB v93.0,18288
Cardinal Glass Industries,,Clear-3 / 0.060 SGP / i89-3 (4),clear,uncoated,8,7.720,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / 0.060 SGP / i89-3 (4),0.868,0.651,0.149,IGDB v93.0,18289
Cardinal Glass Industries,,Clear-3 / 0.090 PVB / i89-3 (4),clear,uncoated,8,8.490,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / 0.090 PVB / i89-3 (4),0.861,0.640,0.149,IGDB v93.0,18290
Cardinal Glass Industries,,Clear-3 / 0.090 SGP / i89-3 (4),clear,uncoated,8,8.490,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-3 / 0.090 SGP / i89-3 (4),0.862,0.638,0.149,IGDB v93.0,18291
Cardinal Glass Industries,,Clear-4 / 0.030 PVB / i89-4 (4),clear,uncoated,8,8.560,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / 0.030 PVB / i89-4 (4),0.861,0.629,0.149,IGDB v93.0,18292
Cardinal Glass Industries,,Clear-4 / 0.030 SGP / i89-4 (4),clear,uncoated,8,8.560,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-4 / 0.030 SGP / i89-4 (4),0.860,0.619,0.149,IGDB v93.0,18293
Cardinal Glass Industries,,Clr-2.3 /.060 PVB/.007 PET/.030 Brnz PVB/ Clr-2.3,,uncoated,8,7.100,,,,,,,,подложку определить не удалось — проверь,,Clr-2.3 /.060 PVB/.007 PET/.030 Brnz PVB/ Clr-2.3,0.526,0.497,0.840,IGDB v20.0,2079
Cardinal Glass Industries,,Clr-2.3 /.060 PVB/.007 PET/.030 Gray PVB / Clr-2.3,tinted,uncoated,8,7.100,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-2.3 /.060 PVB/.007 PET/.030 Gray PVB / Clr-2.3,0.435,0.467,0.840,IGDB v20.0,2074
Cardinal Glass Industries,,Clr-2.7 /.060 PVB / .007 PET / .030 PVB / Clr-2.7,,uncoated,8,7.100,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-2.7 /.060 PVB / .007 PET / .030 PVB / Clr-2.7,0.871,0.714,0.840,IGDB v20.0,2070
Cardinal Glass Industries,,Clr-3 / .060 PVB /.007 PET/ .030 Brnz PVB / Clr-3,,uncoated,8,8.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-3 / .060 PVB /.007 PET/ .030 Brnz PVB / Clr-3,0.528,0.482,0.840,IGDB v20.0,2080
Cardinal Glass Industries,,Clr-3 / .060 PVB /.007 PET/ .030 Gray PVB / Clr-3,tinted,uncoated,8,8.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-3 / .060 PVB /.007 PET/ .030 Gray PVB / Clr-3,0.418,0.458,0.840,IGDB v20.0,2075
Cardinal Glass Industries,,E180-3 (2) / 0.090 PVB / Clr-3,,uncoated,8,8.290,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-3 (2) / 0.090 PVB / Clr-3,0.829,0.592,0.840,IGDB v96.0,2109
Cardinal Glass Industries,,E180-3 / 0.090 SGP / Bronze-3,tinted,uncoated,8,8.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-3 / 0.090 SGP / Bronze-3,0.623,0.438,0.840,IGDB v19.0,2118
Cardinal Glass Industries,,E180-3 / 0.090 SGP / Clr-3,,uncoated,8,8.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-3 / 0.090 SGP / Clr-3,0.825,0.577,0.840,IGDB v19.0,2115
Cardinal Glass Industries,,E180-3 / 0.090 SGP / Green-3,tinted,uncoated,8,8.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-3 / 0.090 SGP / Green-3,0.758,0.426,0.840,IGDB v19.0,2121
Cardinal Glass Industries,,E180-3 / 0.090 SGP / Grey-3,tinted,uncoated,8,8.600,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-3 / 0.090 SGP / Grey-3,0.568,0.417,0.840,IGDB v19.0,2124
Cardinal Glass Industries,,E270-3 (2) / .090 PVB / Clear-3,clear,uncoated,8,8.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E270-3 (2) / .090 PVB / Clear-3,0.733,0.335,0.840,IGDB v58.0,18198
Cardinal Glass Industries,,E270-3 (2) / .090 SGP / Clear-3,clear,uncoated,8,8.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E270-3 (2) / .090 SGP / Clear-3,0.730,0.334,0.840,IGDB v58.0,18199
Cardinal Glass Industries,,E340-3 (2) / 0.035 SGP / Clear-3,clear,uncoated,8,7.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.035 SGP / Clear-3,0.372,0.139,0.845,IGDB v37.0,18070
Cardinal Glass Industries,,E340-3 (2) / 0.035 SGP / i89-3 (4),,uncoated,8,7.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.035 SGP / i89-3 (4),0.367,0.137,0.149,IGDB v37.0,18082
Cardinal Glass Industries,,E340-3 (2) / 0.060 PVB / Clear-3,clear,uncoated,8,7.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.060 PVB / Clear-3,0.372,0.139,0.845,IGDB v37.0,18076
Cardinal Glass Industries,,E340-3 (2) / 0.060 PVB / i89-3 (4),,uncoated,8,7.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.060 PVB / i89-3 (4),0.371,0.138,0.149,IGDB v37.0,18088
Cardinal Glass Industries,,E340-3 (2) / 0.090 PVB / Clear-3,clear,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.090 PVB / Clear-3,0.372,0.140,0.845,IGDB v37.0,18077
Cardinal Glass Industries,,E340-3 (2) / 0.090 PVB / i89-3 (4),,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.090 PVB / i89-3 (4),0.371,0.138,0.149,IGDB v37.0,18089
Cardinal Glass Industries,,E340-3 (2) / 0.090 SGP / Clear-3,clear,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.090 SGP / Clear-3,0.372,0.139,0.845,IGDB v37.0,18071
Cardinal Glass Industries,,E340-3 (2) / 0.090 SGP / i89-3 (4),,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-3 (2) / 0.090 SGP / i89-3 (4),0.367,0.137,0.149,IGDB v37.0,18083
Cardinal Glass Industries,,E340+-3 (2) / .035 SG / Clear-3,clear,uncoated,8,7.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .035 SG / Clear-3,0.340,0.122,0.840,IGDB v108.0,18331
Cardinal Glass Industries,,E340+-3 (2) / .035 SG / i89-3 (4),,uncoated,8,7.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .035 SG / i89-3 (4),0.336,0.120,0.149,IGDB v108.0,18332
Cardinal Glass Industries,,E340+-3 (2) / .060 PVB / Clear-3,clear,uncoated,8,7.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .060 PVB / Clear-3,0.343,0.121,0.840,IGDB v108.0,18333
Cardinal Glass Industries,,E340+-3 (2) / .060 PVB / i89-3 (4),,uncoated,8,7.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .060 PVB / i89-3 (4),0.339,0.120,0.149,IGDB v108.0,18334
Cardinal Glass Industries,,E340+-3 (2) / .090 PVB / Clear-3,clear,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .090 PVB / Clear-3,0.330,0.116,0.840,IGDB v108.0,18335
Cardinal Glass Industries,,E340+-3 (2) / .090 PVB / i89-3 (4),,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .090 PVB / i89-3 (4),0.339,0.119,0.149,IGDB v108.0,18336
Cardinal Glass Industries,,E340+-3 (2) / .090 SG / Clear-3,clear,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .090 SG / Clear-3,0.343,0.123,0.840,IGDB v108.0,18337
Cardinal Glass Industries,,E340+-3 (2) / .090 SG / i89-3 (4),,uncoated,8,8.500,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-3 (2) / .090 SG / i89-3 (4),0.332,0.118,0.149,IGDB v108.0,18338
Cardinal Glass Industries,,E366-3 (2) / .030 GREY .060 PVB / Clear-3,tinted,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .030 GREY .060 PVB / Clear-3,0.308,0.128,0.840,IGDB v74.0,18048
Cardinal Glass Industries,,E366-3 (2) / .060 GREY (2x030) .030 PVB / Clear-3,tinted,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .060 GREY (2x030) .030 PVB / Clear-3,0.151,0.067,0.840,IGDB v74.0,18049
Cardinal Glass Industries,,E366-3 (2) / .090 AQUAMARINE PVB/ Clear-3,clear,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .090 AQUAMARINE PVB/ Clear-3,0.542,0.209,0.840,IGDB v108.0,18324
Cardinal Glass Industries,,E366-3 (2) / .090 BLUGRN PVB/ Clear-3,clear,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .090 BLUGRN PVB/ Clear-3,0.413,0.156,0.840,IGDB v108.0,18321
Cardinal Glass Industries,,E366-3 (2) / .090 BRZ52 PVB/ Clear-3,clear,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .090 BRZ52 PVB/ Clear-3,0.363,0.145,0.840,IGDB v108.0,18322
Cardinal Glass Industries,,E366-3 (2) / .090 GREY PVB (3x030) / Clear-3,tinted,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .090 GREY PVB (3x030) / Clear-3,0.078,0.037,0.840,IGDB v74.0,18050
Cardinal Glass Industries,,E366-3 (2) / .090 SAF GRY44 PVB/ Clear-3,clear,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .090 SAF GRY44 PVB/ Clear-3,0.306,0.125,0.840,IGDB v108.0,18325
Cardinal Glass Industries,,E366-3 (2) / .090 TRO GRY44 PVB/ Clear-3,clear,uncoated,8,8.600,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / .090 TRO GRY44 PVB/ Clear-3,0.305,0.129,0.840,IGDB v108.0,18323
Cardinal Glass Industries,,E366-3 (2) / 0.035 SGP / Clear-3,clear,uncoated,8,7.090,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / 0.035 SGP / Clear-3,0.606,0.238,0.845,IGDB v37.0,18000
Cardinal Glass Industries,,E366-3 (2) / 0.060 PVB / Clear-3,clear,uncoated,8,7.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-3 (2) / 0.060 PVB / Clear-3,0.614,0.240,0.845,IGDB v37.0,18003
